Date,Price,Open,High,Low
3-Apr-17,53.12,53.62,53.74,53.03
31-Mar-17,52.83,52.83,53.45,52.35
30-Mar-17,52.96,52.39,53.1,52.03
29-Mar-17,52.42,51.43,52.48,51.36
28-Mar-17,51.33,50.77,51.87,50.77
27-Mar-17,50.75,51.03,51.1,50.03
24-Mar-17,50.8,50.64,51.06,50.4
23-Mar-17,50.56,50.83,51.1,50.25
22-Mar-17,50.64,50.86,50.98,49.71
21-Mar-17,50.96,51.7,52.22,50.73
20-Mar-17,51.62,51.8,51.94,51.01
17-Mar-17,51.76,51.74,52.18,51.53
16-Mar-17,51.74,52.08,52.65,51.5
15-Mar-17,51.81,51.5,52.15,51.36
14-Mar-17,50.92,51.34,51.86,50.25
13-Mar-17,51.35,51.49,51.7,50.85
10-Mar-17,51.37,52.33,53.02,51.14
9-Mar-17,52.19,53.49,53.86,51.5
8-Mar-17,53.11,55.63,55.77,52.93
7-Mar-17,55.92,55.95,56.65,55.56
6-Mar-17,56.01,55.8,56.25,55.32
3-Mar-17,55.9,55.18,55.95,55.09
2-Mar-17,55.08,56.31,56.44,55.03
1-Mar-17,56.36,56.45,57.05,56.24
28-Feb-17,55.59,56.02,56.15,55.23
27-Feb-17,55.93,55.96,56.77,55.86
24-Feb-17,55.99,56.4,56.66,55.74
23-Feb-17,56.58,56.2,57.26,56.18
22-Feb-17,55.84,56.74,57.01,55.64
21-Feb-17,56.66,56.17,57.31,56.1
20-Feb-17,56.18,55.9,56.42,55.7
17-Feb-17,55.81,55.73,55.88,55.1
16-Feb-17,55.65,55.74,56.24,55.13
15-Feb-17,55.75,55.82,56.25,55.56
14-Feb-17,55.97,55.75,56.46,55.53
13-Feb-17,55.59,56.68,56.81,55.41
10-Feb-17,56.7,55.66,56.88,55.59
9-Feb-17,55.63,55.3,55.92,55.23
8-Feb-17,55.12,54.5,55.68,54.44
7-Feb-17,55.05,55.91,55.98,54.58
6-Feb-17,55.72,56.85,57.13,55.65
3-Feb-17,56.81,56.92,57.3,56.39
2-Feb-17,56.56,56.53,57.45,56.33
1-Feb-17,56.8,55.55,56.83,55.36
31-Jan-17,55.7,55.25,56,54.9
30-Jan-17,55.23,55.47,55.7,54.97
27-Jan-17,55.52,56.09,56.5,54.86
26-Jan-17,56.24,55.39,56.55,55.21
25-Jan-17,55.08,55.24,55.65,54.75
24-Jan-17,55.44,55.42,55.87,55.07
23-Jan-17,55.23,55.7,55.75,54.65
20-Jan-17,55.49,54.33,55.8,54.18
19-Jan-17,54.16,54.29,54.77,53.9
18-Jan-17,53.92,55.48,55.9,53.77
17-Jan-17,55.47,55.74,56.95,55.4
16-Jan-17,55.86,55.64,55.92,55.19
13-Jan-17,55.45,56,56.21,55.28
12-Jan-17,56.01,55.19,56.43,55.01
11-Jan-17,55.1,53.8,55.67,53.7
10-Jan-17,53.64,54.95,55.36,53.58
9-Jan-17,54.94,56.81,57,54.74
6-Jan-17,57.1,56.88,57.47,56.28
5-Jan-17,56.89,56.35,57.35,56.01
4-Jan-17,56.46,55.73,56.55,55.33
3-Jan-17,55.47,57.05,58.37,55.3
30-Dec-16,56.82,57,57.2,56.46
29-Dec-16,56.14,56.01,56.63,55.91
28-Dec-16,56.22,56.06,56.56,55.89
27-Dec-16,56.09,55.18,57.15,55.04
23-Dec-16,55.16,54.84,55.25,54.26
22-Dec-16,55.05,54.55,55.23,54.05
21-Dec-16,54.46,55.52,55.87,54.32
20-Dec-16,55.35,55.02,55.92,54.75
19-Dec-16,54.92,55.4,55.8,54.69
16-Dec-16,55.21,54.11,55.38,53.71
15-Dec-16,54.02,53.76,54.5,53.15
14-Dec-16,53.9,55.16,55.81,53.52
13-Dec-16,55.72,55.7,56.44,55.13
12-Dec-16,55.69,55.88,57.89,55.11
9-Dec-16,54.33,53.97,54.46,53.77
8-Dec-16,53.89,53.15,54.05,52.81
7-Dec-16,53,53.94,54.23,52.92
6-Dec-16,53.93,54.5,54.94,53.51
5-Dec-16,54.94,54.4,55.33,53.77
2-Dec-16,54.46,53.88,54.5,52.84
1-Dec-16,53.94,51.72,54.53,51.51
30-Nov-16,50.47,46.54,50.49,46.51
29-Nov-16,46.38,48.07,48.1,45.92
28-Nov-16,48.24,46.71,48.81,46.28
25-Nov-16,47.24,48.96,49.02,46.85
24-Nov-16,49,49.03,49.21,48.76
23-Nov-16,48.95,49.2,49.5,48.56
22-Nov-16,49.12,49.25,49.96,48.14
21-Nov-16,48.9,46.92,49.15,46.92
18-Nov-16,46.86,46.05,46.99,45.75
17-Nov-16,46.49,46.44,47.62,45.97
16-Nov-16,46.63,46.88,47.56,46.25
15-Nov-16,46.95,44.7,47.25,44.67
14-Nov-16,44.43,44.54,44.99,43.57
11-Nov-16,44.75,45.8,45.89,44.19
10-Nov-16,45.84,46.36,46.92,45.56
9-Nov-16,46.36,46.04,46.95,44.4
8-Nov-16,46.04,46.3,46.69,45.6
7-Nov-16,46.15,45.7,46.38,45.38
4-Nov-16,45.58,46.43,46.56,45.08
3-Nov-16,46.35,47.15,47.52,45.99
2-Nov-16,46.86,47.9,48.02,46.46
1-Nov-16,48.14,48.72,49.26,47.72
31-Oct-16,48.3,49.41,49.72,47.98
28-Oct-16,49.71,50.41,50.58,49.31
27-Oct-16,50.47,50.05,50.9,49.83
26-Oct-16,49.98,50.26,50.69,49.65
25-Oct-16,50.79,51.44,51.83,50.22
24-Oct-16,51.46,51.89,52.01,50.5
21-Oct-16,51.78,51.4,51.94,51.12
20-Oct-16,51.38,52.6,52.72,51.17
19-Oct-16,52.67,52.13,53.14,52.09
18-Oct-16,51.68,51.72,52.15,51.25
17-Oct-16,51.52,51.93,52.29,51.16
14-Oct-16,51.95,52.06,52.55,51.5
13-Oct-16,52.03,51.6,52.15,50.92
12-Oct-16,51.81,52.48,52.87,51.61
11-Oct-16,52.41,53.11,53.32,52.12
10-Oct-16,53.14,51.63,53.73,51.3
7-Oct-16,51.93,52.72,52.84,51.33
6-Oct-16,52.51,51.76,52.75,51.32
5-Oct-16,51.86,51.22,52.09,51.22
4-Oct-16,50.87,50.93,51.55,50.34
3-Oct-16,50.89,50.02,51.14,49.74
30-Sep-16,49.06,49.18,49.25,48.21
29-Sep-16,49.24,48.87,49.81,47.99
28-Sep-16,48.69,46.14,48.96,45.7
27-Sep-16,45.97,47.06,47.28,45.63
26-Sep-16,47.35,46.05,47.66,45.74
23-Sep-16,45.89,47.42,48.26,45.65
22-Sep-16,47.65,46.99,47.83,46.99
21-Sep-16,46.83,46.45,47.14,46.38
20-Sep-16,45.88,45.91,46.3,45.09
19-Sep-16,45.95,46.01,46.93,45.85
16-Sep-16,45.77,46.31,46.41,45.48
15-Sep-16,46.59,46.06,47,45.67
14-Sep-16,45.85,47.33,47.48,45.7
13-Sep-16,47.1,48.17,48.22,46.96
12-Sep-16,48.32,47.81,48.63,46.9
9-Sep-16,48.01,49.63,49.7,47.76
8-Sep-16,49.99,48.55,50.14,48.21
7-Sep-16,47.98,47.2,48.56,46.97
6-Sep-16,47.26,47.43,47.99,46.29
5-Sep-16,47.63,46.7,49.4,46.4
2-Sep-16,46.83,45.79,47.02,45.41
1-Sep-16,45.45,46.98,47.24,45.32
31-Aug-16,47.04,48.29,48.42,46.96
30-Aug-16,48.37,49.25,49.76,48.23
29-Aug-16,49.26,49.54,49.6,48.97
26-Aug-16,49.92,49.66,50.76,49.12
25-Aug-16,49.67,49.03,49.78,48.7
24-Aug-16,49.05,49.57,49.87,48.68
23-Aug-16,49.96,49.04,50.21,48.48
22-Aug-16,49.16,50.7,50.7,49.07
19-Aug-16,50.88,50.96,51.22,50.32
18-Aug-16,50.89,49.76,51.05,49.52
17-Aug-16,49.85,48.88,49.93,48.55
16-Aug-16,49.23,48.22,49.36,47.9
15-Aug-16,48.35,47.14,48.54,46.84
12-Aug-16,46.97,46.18,47.25,45.74
11-Aug-16,46.04,43.78,46.3,43.46
10-Aug-16,44.05,44.92,45.68,43.81
9-Aug-16,44.98,45.25,45.77,44.76
8-Aug-16,45.39,44.34,45.71,44.24
5-Aug-16,44.27,44.18,44.49,43.51
4-Aug-16,44.29,43.36,44.34,42.51
3-Aug-16,43.1,41.94,43.47,41.56
2-Aug-16,41.8,42.23,43.18,41.51
1-Aug-16,42.14,43.11,43.85,41.87
29-Jul-16,42.46,42.61,42.83,41.8
28-Jul-16,42.7,43.53,43.72,42.56
27-Jul-16,43.47,44.55,44.91,43.27
26-Jul-16,44.87,44.82,44.96,44.14
25-Jul-16,44.72,45.7,45.87,44.55
22-Jul-16,45.69,46.21,46.5,45.17
21-Jul-16,46.2,47.17,47.56,46.05
20-Jul-16,47.17,46.76,47.49,45.9
19-Jul-16,46.66,46.93,47.49,46.53
18-Jul-16,46.96,47.92,47.95,46.5
15-Jul-16,47.61,47.03,48.25,46.65
14-Jul-16,47.37,46.59,47.47,46.34
13-Jul-16,46.26,48.13,48.2,46.09
12-Jul-16,48.47,46.17,48.57,46.09
11-Jul-16,46.25,46.49,47.1,45.9
8-Jul-16,46.76,46.6,47.23,46.15
7-Jul-16,46.4,49.12,49.59,46.15
6-Jul-16,48.8,48.06,49.31,47.17
5-Jul-16,47.96,50.03,50.05,47.54
4-Jul-16,50.1,50.6,50.75,50.03
1-Jul-16,50.35,49.9,50.66,49.25
30-Jun-16,49.68,50.21,50.28,49.47
29-Jun-16,50.61,48.84,50.74,48.62
28-Jun-16,48.58,47.61,48.79,47.47
27-Jun-16,47.16,48.43,48.9,46.69
24-Jun-16,48.41,50.69,50.74,47.54
23-Jun-16,50.91,50.14,51.18,49.89
22-Jun-16,49.88,51.06,51.24,49.18
21-Jun-16,50.62,50.43,51.1,49.46
20-Jun-16,50.65,49.42,50.68,49.24
17-Jun-16,49.17,47.28,49.4,47.25
16-Jun-16,47.19,48.56,48.77,46.94
15-Jun-16,48.97,49.22,49.8,48.39
14-Jun-16,49.83,49.89,50.05,49.2
13-Jun-16,50.35,50.42,50.79,49.61
10-Jun-16,50.54,51.91,52.1,50.33
9-Jun-16,51.95,52.74,52.86,51.53
8-Jun-16,52.51,51.41,52.8,51.32
7-Jun-16,51.44,50.46,51.54,50.28
6-Jun-16,50.55,49.83,50.83,49.72
3-Jun-16,49.64,49.95,50.33,49.3
2-Jun-16,50.04,49.63,50.3,48.84
1-Jun-16,49.72,49.65,50,48.65
31-May-16,49.69,49.7,50.05,49.23
30-May-16,49.76,49.43,49.83,48.92
27-May-16,49.32,49.42,49.55,48.69
26-May-16,49.59,49.76,50.51,49.25
25-May-16,49.74,49.16,49.96,48.91
24-May-16,48.61,48.35,49.24,47.8
23-May-16,48.35,48.72,48.84,47.58
20-May-16,48.72,48.9,49.39,48.07
19-May-16,48.81,48.67,48.88,47.38
18-May-16,48.93,49.36,49.85,48.45
17-May-16,49.28,49.03,49.75,48.57
16-May-16,48.97,47.8,49.47,47.77
13-May-16,47.83,47.85,48.12,47.26
12-May-16,48.08,47.32,48.19,46.8
11-May-16,47.6,45.59,47.75,44.8
10-May-16,45.52,43.49,45.7,43.33
9-May-16,43.63,45.75,46.48,43.43
6-May-16,45.37,45.16,46.12,44.19
5-May-16,45.01,45.08,46.77,44.65
4-May-16,44.62,45.21,46.01,44.19
3-May-16,44.97,45.8,46.4,44.62
2-May-16,45.83,47.37,47.4,45.72
29-Apr-16,48.13,47.9,48.5,47.41
28-Apr-16,48.14,47.1,48.19,46.74
27-Apr-16,47.18,46.26,47.45,45.63
26-Apr-16,45.74,44.69,46.49,44.36
25-Apr-16,44.48,45.13,45.59,44.26
22-Apr-16,45.11,44.75,45.9,44.3
21-Apr-16,44.53,45.54,46.18,44.44
20-Apr-16,45.8,43.52,45.88,42.81
19-Apr-16,44.03,43.14,44.5,42.6
18-Apr-16,42.91,41.8,43.43,40.1
15-Apr-16,43.1,43.8,44.05,42.28
14-Apr-16,43.84,44.01,44.62,43.29
13-Apr-16,44.18,44.44,44.94,43.76
12-Apr-16,44.69,42.7,44.81,42.56
11-Apr-16,42.83,42,43.06,41.41
8-Apr-16,41.94,39.68,42.01,39.62
7-Apr-16,39.43,39.9,40.29,38.7
6-Apr-16,39.84,38.4,39.94,38.34
5-Apr-16,37.87,37.5,38.44,37.27
4-Apr-16,37.69,38.69,38.92,37.5
1-Apr-16,38.67,40.14,40.43,38.55
31-Mar-16,39.6,39.12,40,38.74
30-Mar-16,39.26,39.42,40.61,39.09
29-Mar-16,39.14,40.19,40.25,38.76
28-Mar-16,40.27,40.58,41,39.64
24-Mar-16,40.44,40.4,40.64,39.22
23-Mar-16,40.47,41.56,41.82,40.42
22-Mar-16,41.79,41.47,42.08,40.97
21-Mar-16,41.54,41.31,41.88,40.48
18-Mar-16,41.2,41.38,42.54,41.07
17-Mar-16,41.54,40.45,41.6,40.41
16-Mar-16,40.33,39.14,40.44,38.83
15-Mar-16,38.74,39.67,39.74,38.32
14-Mar-16,39.53,40.25,40.65,38.82
11-Mar-16,40.39,40.33,41.03,40.02
10-Mar-16,40.05,40.89,41.01,39.63
9-Mar-16,41.07,39.65,41.18,39.39
8-Mar-16,39.65,40.71,41.48,39.31
7-Mar-16,40.84,38.88,41.04,38.87
4-Mar-16,38.72,37.04,38.95,36.82
3-Mar-16,37.07,37.05,37.37,36.35
2-Mar-16,36.93,36.62,37.4,36.1
1-Mar-16,36.81,36.6,37.25,35.95
29-Feb-16,35.97,35.1,36.23,34.83
26-Feb-16,35.1,35.1,37,34.73
25-Feb-16,35.29,34.39,35.74,33.29
24-Feb-16,34.41,32.98,34.67,32.37
23-Feb-16,33.27,34.54,35.11,32.9
22-Feb-16,34.69,33.25,34.97,32.85
19-Feb-16,33.01,33.88,34.46,32.68
18-Feb-16,34.28,34.91,35.73,33.79
17-Feb-16,34.5,32.54,34.99,31.82
16-Feb-16,32.18,34.51,35.55,31.92
15-Feb-16,33.39,32.77,34.09,32.67
12-Feb-16,33.36,31.31,33.44,30.85
11-Feb-16,30.06,30.83,31.35,29.92
10-Feb-16,30.84,30.95,31.9,30.35
9-Feb-16,30.32,33.17,33.56,30.28
8-Feb-16,32.88,33.99,34.68,32.77
5-Feb-16,34.06,34.39,35.14,33.81
4-Feb-16,34.46,35.32,35.84,34.15
3-Feb-16,35.04,32.41,35.53,32.3
2-Feb-16,32.72,34.18,34.18,32.23
1-Feb-16,34.24,35.85,36.25,33.92
29-Jan-16,34.74,34.08,35,33.59
28-Jan-16,33.89,32.84,35.84,32.56
27-Jan-16,33.1,31.2,33.49,30.83
26-Jan-16,31.8,30.01,32.72,29.27
25-Jan-16,30.5,32.1,32.81,30
22-Jan-16,32.18,29.62,32.3,29.29
21-Jan-16,29.25,27.99,29.84,27.29
20-Jan-16,27.88,28.66,28.75,27.1
19-Jan-16,28.76,28.7,30.24,28.6
18-Jan-16,28.55,28.73,29.58,27.67
15-Jan-16,28.94,31,31.02,28.82
14-Jan-16,31.03,30.26,31.23,29.73
13-Jan-16,30.31,30.82,31.92,29.96
12-Jan-16,30.86,31.54,32.38,30.34
11-Jan-16,31.55,33.34,33.38,31.17
8-Jan-16,33.55,34.02,34.72,32.78
7-Jan-16,33.75,34.52,34.74,32.16
6-Jan-16,34.23,36.64,36.67,34.13
5-Jan-16,36.42,37.27,37.57,36.24
4-Jan-16,37.22,37.85,38.99,36.77
31-Dec-15,37.28,36.57,37.95,36.1
30-Dec-15,36.46,37.29,37.55,36.35
29-Dec-15,37.79,36.59,37.98,36.56
28-Dec-15,36.62,37.84,37.95,36.41
24-Dec-15,37.89,37.77,38.1,36.91
23-Dec-15,37.36,36.37,37.88,36.28
22-Dec-15,36.11,36.36,36.72,35.98
21-Dec-15,36.35,36.55,36.75,36.04
18-Dec-15,36.88,36.81,37.73,36.41
17-Dec-15,37.06,37.6,37.93,36.75
16-Dec-15,37.19,38.09,38.45,37.11
15-Dec-15,38.45,37.89,39.41,37.55
14-Dec-15,37.92,37.85,38.43,36.33
11-Dec-15,37.93,39.55,39.74,37.36
10-Dec-15,39.73,40.44,40.7,39.46
9-Dec-15,40.11,40.63,41.59,39.57
8-Dec-15,40.26,40.82,41.45,39.81
7-Dec-15,40.73,43.26,43.26,40.6
4-Dec-15,43,43.98,44.82,42.67
3-Dec-15,43.84,42.77,44.69,42.61
2-Dec-15,42.49,44.32,44.64,42.43
1-Dec-15,44.44,44.62,45.18,44.03
30-Nov-15,44.61,44.86,45.75,44.44
27-Nov-15,44.86,45.57,45.63,44.79
26-Nov-15,45.46,46.23,46.32,45
25-Nov-15,46.17,46.04,46.5,45.03
24-Nov-15,46.12,45.11,46.5,44.92
23-Nov-15,44.83,44.46,45.73,43.57
20-Nov-15,44.66,44.38,45.5,44.06
19-Nov-15,44.18,44.3,44.76,43.7
18-Nov-15,44.14,43.97,44.74,43.34
17-Nov-15,43.57,44.7,45.1,43.5
16-Nov-15,44.56,44.7,45.18,43.15
13-Nov-15,43.61,44.08,44.85,43.57
12-Nov-15,44.06,45.92,46.27,43.89
11-Nov-15,45.81,47.08,47.73,45.62
10-Nov-15,47.44,47.32,47.86,46.96
9-Nov-15,47.19,47.46,48.41,47.01
6-Nov-15,47.42,48.05,48.58,47.27
5-Nov-15,47.98,48.84,49,47.93
4-Nov-15,48.58,50.25,50.87,48.49
3-Nov-15,50.54,48.9,50.91,48.46
2-Nov-15,48.79,49.5,49.69,48.61
30-Oct-15,49.56,48.66,50,48.28
29-Oct-15,48.8,49.15,49.38,48.17
28-Oct-15,49.05,46.91,49.23,46.61
27-Oct-15,46.81,47.43,47.57,46.41
26-Oct-15,47.54,48,48.33,47.3
23-Oct-15,47.99,48.32,48.65,47.45
22-Oct-15,48.08,47.96,48.73,47.65
21-Oct-15,47.85,48.58,48.65,47.5
20-Oct-15,48.71,48.83,49.2,48.22
19-Oct-15,48.61,50.38,50.68,48.57
16-Oct-15,50.46,50.21,50.7,49.31
15-Oct-15,48.71,49.01,49.38,48.21
14-Oct-15,49.15,49.22,49.52,48.71
13-Oct-15,49.24,50.27,50.7,48.88
12-Oct-15,49.86,52.64,53.31,49.77
9-Oct-15,52.65,53.35,54.05,52.21
8-Oct-15,53.05,51.76,53.52,51.28
7-Oct-15,51.33,52.15,53.15,51.21
6-Oct-15,51.92,49.35,52.26,48.86
5-Oct-15,49.25,48.08,49.87,47.84
2-Oct-15,48.13,47.99,48.5,46.93
1-Oct-15,47.69,48.4,49.84,47.62
30-Sep-15,48.37,47.96,49,47.79
29-Sep-15,48.23,47.45,48.65,47.25
28-Sep-15,47.34,48.34,48.44,47.25
25-Sep-15,48.6,48.17,49.1,47.86
24-Sep-15,48.17,47.88,48.47,47.4
23-Sep-15,47.75,49.08,50.25,47.68
22-Sep-15,49.08,48.5,49.21,47.7
21-Sep-15,48.92,47.64,48.99,47.48
18-Sep-15,47.47,49.26,49.75,47.16
17-Sep-15,49.08,49.98,50.14,48.32
16-Sep-15,49.75,48.06,50.34,47.71
15-Sep-15,46.63,46.65,46.9,45.98
14-Sep-15,46.37,48.08,48.35,46.26
11-Sep-15,48.14,48.64,48.98,47.16
10-Sep-15,48.89,47.46,48.95,46.76
9-Sep-15,47.58,49.39,50.04,47.32
8-Sep-15,49.52,47.76,49.85,47.64
7-Sep-15,47.63,49.27,49.44,47.5
4-Sep-15,49.61,50.69,51.05,49.25
3-Sep-15,50.68,50.58,52.46,49.82
2-Sep-15,50.5,48.62,51,47.74
1-Sep-15,49.56,52.92,53.47,48.47
31-Aug-15,54.15,50.05,54.32,48.25
28-Aug-15,50.05,47.4,50.98,46.61
27-Aug-15,47.56,43.75,47.75,43.7
26-Aug-15,43.14,43.32,43.76,42.81
25-Aug-15,43.21,42.79,44.5,42.68
24-Aug-15,42.69,45.35,45.46,42.23
21-Aug-15,45.46,46.34,46.51,45.07
20-Aug-15,46.62,47.03,47.38,46.03
19-Aug-15,47.16,48.5,49.11,46.78
18-Aug-15,48.81,48.55,49.04,48.25
17-Aug-15,48.74,48.76,49.44,48.35
14-Aug-15,49.03,49.11,49.52,48.8
13-Aug-15,49.22,49.82,50.39,48.85
12-Aug-15,49.66,49.38,50.01,48.72
11-Aug-15,49.18,50.22,51.1,48.61
10-Aug-15,50.41,48.43,50.49,48.24
7-Aug-15,48.61,49.62,50.06,48.42
6-Aug-15,49.52,49.72,49.83,48.88
5-Aug-15,49.59,50.14,50.99,49.02
4-Aug-15,49.99,49.7,50.45,49.58
3-Aug-15,49.52,51.55,52.01,49.36
31-Jul-15,52.21,53.43,53.47,51.63
30-Jul-15,53.31,53.6,54.38,53.02
29-Jul-15,53.38,52.99,54.33,52.51
28-Jul-15,53.3,53.08,54.08,52.28
27-Jul-15,53.47,54.45,54.89,52.83
24-Jul-15,54.62,55.39,55.6,54.3
23-Jul-15,55.27,56.04,56.53,55.1
22-Jul-15,56.13,56.88,56.9,55.92
21-Jul-15,57.04,56.55,57.44,56.33
20-Jul-15,56.65,57.12,57.44,56.33
17-Jul-15,57.1,56.93,57.35,56.4
16-Jul-15,57.51,57.31,58.21,56.95
15-Jul-15,57.05,58.63,58.81,56.86
14-Jul-15,58.51,57.71,58.82,56.43
13-Jul-15,57.85,58.35,58.83,56.84
10-Jul-15,58.73,58.49,59.66,57.86
9-Jul-15,58.61,57.1,59.27,57.01
8-Jul-15,57.05,57.25,57.75,55.87
7-Jul-15,56.85,56.85,57.83,55.1
6-Jul-15,56.54,60,60,56.38
3-Jul-15,60.32,61.73,62.06,60.12
2-Jul-15,62.07,61.92,63.2,61.75
1-Jul-15,62.01,63.02,63.35,61.84
30-Jun-15,63.59,61.77,63.83,61.71
29-Jun-15,62.01,62.85,62.96,61.35
26-Jun-15,63.26,63.34,63.62,62.5
25-Jun-15,63.2,63.5,63.95,62.72
24-Jun-15,63.49,64.66,65.05,63.01
23-Jun-15,64.45,63.21,64.89,62.76
22-Jun-15,63.34,62.57,63.74,62.1
19-Jun-15,63.02,64.2,64.56,62.34
18-Jun-15,64.26,63.74,64.96,63.44
17-Jun-15,63.87,63.6,65.47,62.6
16-Jun-15,63.7,63.8,64.41,63.42
15-Jun-15,62.61,63.62,63.96,62.24
12-Jun-15,63.87,64.87,64.95,63.68
11-Jun-15,65.11,65.57,66.06,64.5
10-Jun-15,65.7,65.04,66.36,64.88
9-Jun-15,64.88,62.81,65.23,62.72
8-Jun-15,62.69,63.06,63.38,62.47
5-Jun-15,63.31,62.08,63.43,60.94
4-Jun-15,62.03,63.81,64.08,61.78
3-Jun-15,63.8,65.38,65.4,63.5
2-Jun-15,65.49,64.9,65.88,64.58
1-Jun-15,64.88,65.59,65.8,64.25
29-May-15,65.56,62.89,65.83,62.68
28-May-15,62.58,62.2,62.95,61.24
27-May-15,62.06,63.89,64.67,61.96
26-May-15,63.72,65.7,65.7,63.29
25-May-15,65.52,65.56,66.22,64.72
22-May-15,65.37,66.59,66.64,65.1
21-May-15,66.54,64.89,66.88,64.83
20-May-15,65.03,64.49,65.18,64.1
19-May-15,64.02,66.19,66.39,63.95
18-May-15,66.27,66.91,67.88,65.92
15-May-15,66.81,66.75,67,65.37
14-May-15,66.59,66.54,67.29,66.25
13-May-15,66.81,67.32,68.17,66.41
12-May-15,66.86,64.77,67.46,64.68
11-May-15,64.91,65.37,65.75,64.25
8-May-15,65.39,65.64,66.12,64.23
7-May-15,65.54,67.37,68.49,65.17
6-May-15,67.77,67.71,69.63,67.35
5-May-15,67.52,66.33,68.4,66.14
4-May-15,66.45,66.4,67.1,65.95
1-May-15,66.46,66.78,66.93,65.52
30-Apr-15,66.78,65.63,66.93,65.37
29-Apr-15,65.84,64.64,66.72,64.13
28-Apr-15,64.64,64.74,65.49,63.9
27-Apr-15,64.83,65.47,65.61,64.4
24-Apr-15,65.28,64.75,65.8,64.48
23-Apr-15,64.85,62.88,65.58,62.22
22-Apr-15,62.73,61.9,63.33,61.39
21-Apr-15,62.08,63.52,63.52,61.65
20-Apr-15,63.45,63.85,64.4,62.1
17-Apr-15,63.45,64.02,64.5,62.95
16-Apr-15,63.98,62.9,64.95,62
15-Apr-15,60.32,58.74,60.45,58.74
14-Apr-15,58.43,58.17,59.24,57.76
13-Apr-15,57.93,58.02,59.54,57.46
10-Apr-15,57.87,56.84,58.12,56.25
9-Apr-15,56.57,56.1,58.02,55.97
8-Apr-15,55.55,58.3,58.72,55.45
7-Apr-15,59.1,57.8,59.27,57.02
6-Apr-15,58.12,55.18,58.24,55.08
2-Apr-15,54.95,56.72,57.28,54
1-Apr-15,57.1,55.18,57.69,54.7
31-Mar-15,55.11,56.31,56.33,54.72
30-Mar-15,56.29,55.96,56.65,55.2
27-Mar-15,56.41,58.97,59.04,55.95
26-Mar-15,59.19,56.35,59.78,56.3
25-Mar-15,56.48,55.09,57.17,54.7
24-Mar-15,55.11,55.83,56.79,54.85
23-Mar-15,55.92,55.24,56.19,54.12
20-Mar-15,55.32,54.46,55.67,53.55
19-Mar-15,54.43,56.18,56.2,53.91
18-Mar-15,55.91,53.28,56.84,52.68
17-Mar-15,53.51,54.1,54.38,52.57
16-Mar-15,53.44,54.41,54.64,52.5
13-Mar-15,54.67,57.03,57.4,54.43
12-Mar-15,57.08,57.92,58.81,56.51
11-Mar-15,57.54,56.45,57.95,55.92
10-Mar-15,56.39,58.37,58.72,56.12
9-Mar-15,58.53,59.62,60.02,58.38
6-Mar-15,59.73,60.75,61.3,59.17
5-Mar-15,60.48,60.6,61.57,60.08
4-Mar-15,60.55,60.85,60.94,59.47
3-Mar-15,61.02,60,61.81,59.84
2-Mar-15,59.54,62.5,62.5,59.34
27-Feb-15,62.58,60.75,62.83,60.51
26-Feb-15,60.05,61.85,62.63,59.66
25-Feb-15,61.63,58.75,61.73,58.41
24-Feb-15,58.66,59.09,60.3,58.1
23-Feb-15,58.9,60.3,60.67,58.37
20-Feb-15,60.22,60.2,61.15,59.82
19-Feb-15,60.21,59.54,60.99,57.8
18-Feb-15,60.53,62.3,62.46,60.09
17-Feb-15,62.53,61.68,63,60.27
16-Feb-15,61.4,61.49,62.57,60.71
13-Feb-15,61.52,59.27,61.77,59.08
12-Feb-15,57.05,55.12,57.5,54.72
11-Feb-15,54.66,56.81,57,53.91
10-Feb-15,56.43,57.79,58.57,56.11
9-Feb-15,58.34,57.93,59.61,57.3
6-Feb-15,57.8,56.74,59.06,56.71
5-Feb-15,56.57,54.8,57.87,53.07
4-Feb-15,54.16,57.19,58.06,53.5
3-Feb-15,57.91,55,59,54.84
2-Feb-15,54.75,52.68,55.62,51.41
30-Jan-15,52.99,49.15,53.08,48.76
29-Jan-15,49.13,48.69,49.25,48.37
28-Jan-15,48.47,49.1,49.72,48.29
27-Jan-15,49.6,48.25,49.99,47.67
26-Jan-15,48.16,48.56,49.29,47.57
23-Jan-15,48.79,49.11,49.8,48.55
22-Jan-15,48.52,48.6,50.45,48.02
21-Jan-15,49.03,48.29,49.59,48.21
20-Jan-15,47.99,48.91,49.48,47.78
19-Jan-15,48.84,50.1,50.35,48.68
16-Jan-15,50.17,48.25,50.41,48.07
15-Jan-15,47.67,48.68,50.62,47
14-Jan-15,48.69,46.84,49.21,45.59
13-Jan-15,46.59,47.06,47.29,45.19
12-Jan-15,47.43,49.93,49.98,47.16
9-Jan-15,50.11,51.25,51.44,48.9
8-Jan-15,50.96,51.06,51.91,49.81
7-Jan-15,51.15,51.15,51.84,49.66
6-Jan-15,51.1,53.2,53.6,50.52
5-Jan-15,53.11,56.25,56.3,52.66
2-Jan-15,56.42,58.02,58.54,55.48
